Entity,Code,Year,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked)
Spain,ESP,2022,0.02,6.8,35.72,62.78,17.59,58.59,11.69,86.1,7.86,0.02,6.8,35.72,62.78,17.59,58.59,11.69,86.1,7.86
Spain,ESP,2023,0.01,5.9,48.59,65.01,25,56.87,10.48,64.36,3.62,0.01,5.9,48.59,65.01,25,56.87,10.48,64.36,3.62
Spain,ESP,2024,0,6.25,58.6,62.93,32.63,54.82,10.12,52.39,2.65,0,6.25,58.6,62.93,32.63,54.82,10.12,52.39,2.65
Sweden,SWE,1990,0,1.94,0,0.01,72.5,68.18,1.85,0.42,1.08,0,1.94,0,0.01,72.5,68.18,1.85,0.42,1.08
Sweden,SWE,1991,0,1.86,0,0.01,63.24,76.76,2.56,0.58,1.96,0,1.86,0,0.01,63.24,76.76,2.56,0.58,1.96
Sweden,SWE,1992,0,2.01,0,0.03,74.33,63.54,3.43,0.79,1.8,0,2.01,0,0.03,74.33,63.54,3.43,0.79,1.8
Sweden,SWE,1993,0,2.17,0,0.05,74.65,61.4,4,0.91,2.08,0,2.17,0,0.05,74.65,61.4,4,0.91,2.08
Sweden,SWE,1994,0,2.23,0,0.07,59.1,73.16,4.67,0.86,2.61,0,2.23,0,0.07,59.1,73.16,4.67,0.86,2.61
Sweden,SWE,1995,0,2.35,0,0.1,68.1,69.93,4.68,0.85,2.27,0,2.35,0,0.1,68.1,69.93,4.68,0.85,2.27
Sweden,SWE,1996,0,2.12,0,0.14,51.74,74.27,7.97,0.68,3.69,0,2.12,0,0.14,51.74,74.27,7.97,0.68,3.69
Sweden,SWE,1997,0,2.77,0,0.2,69.06,69.93,4.58,0.66,2.01,0,2.77,0,0.2,69.06,69.93,4.58,0.66,2.01
Sweden,SWE,1998,0,2.78,0,0.32,75,73.58,4.54,0.53,2.04,0,2.78,0,0.32,75,73.58,4.54,0.53,2.04
Sweden,SWE,1999,0,2.7,0,0.36,71.69,73.19,4.21,0.45,2.24,0,2.7,0,0.36,71.69,73.19,4.21,0.45,2.24
Sweden,SWE,2000,0,4.1,0,0.46,78.58,57.32,2.65,0.48,1.64,0,4.1,0,0.46,78.58,57.32,2.65,0.48,1.64
Sweden,SWE,2001,0,3.78,0,0.48,79.06,72.11,3.89,0.4,1.88,0,3.78,0,0.48,79.06,72.11,3.89,0.4,1.88
Sweden,SWE,2002,0,4.18,0,0.61,66.36,68.11,4.51,0.56,2.37,0,4.18,0,0.61,66.36,68.11,4.51,0.56,2.37
Sweden,SWE,2003,0,4.51,0,0.68,53.54,67.42,5.66,0.73,2.85,0,4.51,0,0.68,53.54,67.42,5.66,0.73,2.85
Sweden,SWE,2004,0,7.2,0,0.86,60.12,77.49,4.1,0.78,1.01,0,7.2,0,0.86,60.12,77.49,4.1,0.78,1.01
Sweden,SWE,2005,0,7.49,0,0.93,72.8,72.38,3.51,0.6,0.65,0,7.49,0,0.93,72.8,72.38,3.51,0.6,0.65
Sweden,SWE,2006,0,8.36,0,0.98,61.72,66.98,3.76,0.6,0.88,0,8.36,0,0.98,61.72,66.98,3.76,0.6,0.88
Sweden,SWE,2007,0,9.84,0,1.43,66.16,66.97,2.94,0.83,0.65,0,9.84,0,1.43,66.16,66.97,2.94,0.83,0.65
Sweden,SWE,2008,0,10.34,0,2,69.07,63.89,3.47,0.62,0.51,0,10.34,0,2,69.07,63.89,3.47,0.62,0.51
Sweden,SWE,2009,0,11.46,0.01,2.49,65.85,52.17,2.55,1.56,0.51,0,11.46,0.01,2.49,65.85,52.17,2.55,1.56,0.51
Sweden,SWE,2010,0,12.19,0.01,3.49,66.4,57.83,4.6,2.91,1.02,0,12.19,0.01,3.49,66.4,57.83,4.6,2.91,1.02
Sweden,SWE,2011,0,11.54,0.01,6.11,66.43,60.47,3.48,1.58,0.66,0,11.54,0.01,6.11,66.43,60.47,3.48,1.58,0.66
Sweden,SWE,2012,0,12.19,0.02,7.17,78.93,64.04,2.69,0.92,0.48,0,12.19,0.02,7.17,78.93,64.04,2.69,0.92,0.48
Sweden,SWE,2013,0,11.45,0.04,9.84,61.36,66.46,2.38,0.85,0.65,0,11.45,0.04,9.84,61.36,66.46,2.38,0.85,0.65
Sweden,SWE,2014,0,10.7,0.05,11.24,63.76,64.88,2.14,0.42,0.37,0,10.7,0.05,11.24,63.76,64.88,2.14,0.42,0.37
Sweden,SWE,2015,0,10.77,0.1,16.32,75.31,56.35,2.31,0.45,0.39,0,10.77,0.1,16.32,75.31,56.35,2.31,0.45,0.39
Sweden,SWE,2016,0,11.49,0.14,15.48,62.02,63.1,2.72,0.68,0.26,0,11.49,0.14,15.48,62.02,63.1,2.72,0.68,0.26
Sweden,SWE,2017,0,12.08,0.23,17.61,65.14,65.7,2.82,0.33,0.32,0,12.08,0.23,17.61,65.14,65.7,2.82,0.33,0.32
Sweden,SWE,2018,0,11.91,0.41,16.62,62.21,68.55,2.94,0.38,0.34,0,11.91,0.41,16.62,62.21,68.55,2.94,0.38,0.34
Sweden,SWE,2019,0,13.04,0.68,19.85,65.37,66.13,2.85,0.29,0.21,0,13.04,0.68,19.85,65.37,66.13,2.85,0.29,0.21
Sweden,SWE,2020,0,11.18,1.05,27.52,72.39,49.2,2.34,0.1,0,0,11.18,1.05,27.52,72.39,49.2,2.34,0.1,0
Sweden,SWE,2021,0,13.08,1.53,27.25,73.89,52.97,2.77,0.29,0,0,13.08,1.53,27.25,73.89,52.97,2.77,0.29,0
Sweden,SWE,2022,0,13.13,1.98,33.25,69.87,51.94,2.73,0.15,0,0,13.13,1.98,33.25,69.87,51.94,2.73,0.15,0
Sweden,SWE,2023,0,11.7,3.11,34.64,66.19,48.47,2.17,0.16,0,0,11.7,3.11,34.64,66.19,48.47,2.17,0.16,0
Sweden,SWE,2024,0,10.41,3.65,40.84,65.11,50.45,2.17,0.16,0,0,10.41,3.65,40.84,65.11,50.45,2.17,0.16,0
Switzerland,CHE,2000,0.63,0.21,0.01,0,36.83,26.45,1.13,0.86,0,0.63,0.21,0.01,0,36.83,26.45,1.13,0.86,0
Switzerland,CHE,2001,0.68,0.2,0.01,0,41.31,26.81,1.19,0.85,0,0.68,0.2,0.01,0,41.31,26.81,1.19,0.85,0
Switzerland,CHE,2002,0.71,0.21,0.01,0,35.17,27.23,1.19,0.89,0,0.71,0.21,0.01,0,35.17,27.23,1.19,0.89,0
Switzerland,CHE,2003,0.72,0.22,0.02,0,34.76,27.49,1.2,0.93,0,0.72,0.22,0.02,0,34.76,27.49,1.2,0.93,0
Switzerland,CHE,2004,0.76,0.22,0.02,0.01,33.75,26.96,1.21,0.94,0,0.76,0.22,0.02,0.01,33.75,26.96,1.21,0.94,0
Switzerland,CHE,2005,0.81,0.22,0.02,0.01,31.23,23.34,1.3,0.87,0,0.81,0.22,0.02,0.01,31.23,23.34,1.3,0.87,0
Switzerland,CHE,2006,0.91,0.23,0.02,0.01,30.96,27.82,1.39,0.79,0,0.91,0.23,0.02,0.01,30.96,27.82,1.39,0.79,0
Switzerland,CHE,2007,0.89,0.29,0.03,0.02,35.25,27.92,1.29,0.74,0,0.89,0.29,0.03,0.02,35.25,27.92,1.29,0.74,0
Switzerland,CHE,2008,0.91,0.32,0.04,0.02,36.04,27.7,1.28,0.73,0,0.91,0.32,0.04,0.02,36.04,27.7,1.28,0.73,0
Switzerland,CHE,2009,0.88,0.36,0.05,0.02,35.72,27.69,1.24,0.71,0,0.88,0.36,0.05,0.02,35.72,27.69,1.24,0.71,0
Switzerland,CHE,2010,0.92,0.36,0.09,0.04,36.06,26.34,1.21,1.03,0,0.92,0.36,0.09,0.04,36.06,26.34,1.21,1.03,0
Switzerland,CHE,2011,0.95,0.44,0.17,0.07,32.39,26.71,1.19,0.96,0,0.95,0.44,0.17,0.07,32.39,26.71,1.19,0.96,0
Switzerland,CHE,2012,1.01,0.53,0.3,0.09,38.6,25.44,1.25,0.91,0,1.01,0.53,0.3,0.09,38.6,25.44,1.25,0.91,0
Switzerland,CHE,2013,1.04,0.58,0.5,0.09,38.46,25.99,1.28,0.75,0,1.04,0.58,0.5,0.09,38.46,25.99,1.28,0.75,0
Switzerland,CHE,2014,1.1,0.59,0.84,0.1,38.04,27.56,1.35,0.5,0,1.1,0.59,0.84,0.1,38.04,27.56,1.35,0.5,0
Switzerland,CHE,2015,1.11,0.52,1.12,0.11,38.26,23.09,1.23,0.63,0,1.11,0.52,1.12,0.11,38.26,23.09,1.23,0.63,0
Switzerland,CHE,2016,1.17,0.58,1.33,0.11,34.62,21.15,1.28,0.86,0,1.17,0.58,1.33,0.11,34.62,21.15,1.28,0.86,0
Switzerland,CHE,2017,1.17,0.69,1.68,0.13,34.09,20.38,1.29,0.72,0,1.17,0.69,1.68,0.13,34.09,20.38,1.29,0.72,0
Switzerland,CHE,2018,1.16,0.66,1.95,0.12,34.99,25.51,1.28,0.62,0,1.16,0.66,1.95,0.12,34.99,25.51,1.28,0.62,0
Switzerland,CHE,2019,1.17,0.71,2.18,0.15,38.04,26.42,1.29,0.61,0,1.17,0.71,2.18,0.15,38.04,26.42,1.29,0.61,0
Switzerland,CHE,2020,1.18,0.81,2.6,0.14,37.87,24.02,1.25,0.62,0,1.18,0.81,2.6,0.14,37.87,24.02,1.25,0.62,0
Switzerland,CHE,2021,1.11,0.96,2.84,0.14,36.96,19.36,1.22,0.5,0,1.11,0.96,2.84,0.14,36.96,19.36,1.22,0.5,0
Switzerland,CHE,2022,1.09,0.99,3.86,0.15,29.9,24.15,1.21,0.38,0,1.09,0.99,3.86,0.15,29.9,24.15,1.21,0.38,0
Switzerland,CHE,2023,1.09,0.99,4.62,0.17,37.18,24.36,1.46,0.38,0,1.09,0.99,4.62,0.17,37.18,24.36,1.46,0.38,0
Switzerland,CHE,2024,1.09,0.99,5.89,0.19,44.73,24,1.42,0.38,0,1.09,0.99,5.89,0.19,44.73,24,1.42,0.38,0
Turkey,TUR,1985,0,0,0,0,12.0449,0,7.082,0.0582,15.0278,0,0,0,0,12.0449,0,7.082,0.0582,15.0278
Turkey,TUR,1986,0,0,0,0,11.8726,0,7.0006,1.3407,19.4373,0,0,0,0,11.8726,0,7.0006,1.3407,19.4373
Turkey,TUR,1987,0,0,0,0,18.6178,0,5.4956,2.5281,17.6535,0,0,0,0,18.6178,0,5.4956,2.5281,17.6535
Turkey,TUR,1988,0,0,0,0,28.9496,0,3.3047,3.2395,12.4866,0,0,0,0,28.9496,0,3.3047,3.2395,12.4866
Turkey,TUR,1989,0,0,0,0,17.9396,0,4.2475,9.524,20.2695,0,0,0,0,17.9396,0,4.2475,9.524,20.2695
Turkey,TUR,1990,0.08,0,0,0,23.15,0,3.94,10.19,20.18,0.08,0,0,0,23.15,0,3.94,10.19,20.18
Turkey,TUR,1991,0.08,0.04,0,0,22.68,0,3.29,12.59,21.56,0.08,0.04,0,0,22.68,0,3.29,12.59,21.56
Turkey,TUR,1992,0.07,0.05,0,0,26.57,0,5.27,10.81,24.58,0.07,0.05,0,0,26.57,0,5.27,10.81,24.58
Turkey,TUR,1993,0.08,0.06,0,0,33.95,0,5.17,10.79,23.76,0.08,0.06,0,0,33.95,0,5.17,10.79,23.76
Turkey,TUR,1994,0.08,0.05,0,0,30.59,0,5.55,13.82,28.24,0.08,0.05,0,0,30.59,0,5.55,13.82,28.24
Turkey,TUR,1995,0.09,0.22,0,0,35.54,0,5.77,16.58,28.04,0.09,0.22,0,0,35.54,0,5.77,16.58,28.04
Turkey,TUR,1996,0.08,0.18,0,0,40.47,0,6.54,17.17,30.41,0.08,0.18,0,0,40.47,0,6.54,17.17,30.41
Turkey,TUR,1997,0.08,0.29,0,0,39.82,0,7.16,22.09,33.86,0.08,0.29,0,0,39.82,0,7.16,22.09,33.86
Turkey,TUR,1998,0.09,0.24,0,0,42.23,0,7.92,24.85,35.69,0.09,0.24,0,0,42.23,0,7.92,24.85,35.69
Turkey,TUR,1999,0.08,0.13,0,0.02,34.68,0,8.08,36.42,37.03,0.08,0.13,0,0.02,34.68,0,8.08,36.42,37.03
Turkey,TUR,2000,0.08,0.17,0,0.03,30.88,0,8.49,46.54,38.19,0.08,0.17,0,0.03,30.88,0,8.49,46.54,38.19
Turkey,TUR,2001,0.09,0.18,0,0.06,24.01,0,9.77,49.71,38.42,0.09,0.18,0,0.06,24.01,0,9.77,49.71,38.42
Turkey,TUR,2002,0.1,0.13,0,0.05,33.68,0,9.82,52.53,32.15,0.1,0.13,0,0.05,33.68,0,9.82,52.53,32.15
Turkey,TUR,2003,0.09,0.08,0,0.06,35.33,0,8.19,63.54,32.25,0.09,0.08,0,0.06,35.33,0,8.19,63.54,32.25
Turkey,TUR,2004,0.09,0.08,0,0.06,46.08,0,6.72,62.27,34.45,0.09,0.08,0,0.06,46.08,0,6.72,62.27,34.45
Turkey,TUR,2005,0.09,0.03,0,0.06,39.56,0,5.21,73.48,43.2,0.09,0.03,0,0.06,39.56,0,5.21,73.48,43.2
Turkey,TUR,2006,0.09,0.06,0,0.13,44.24,0,4.39,80.69,46.65,0.09,0.06,0,0.13,44.24,0,4.39,80.69,46.65
Turkey,TUR,2007,0.16,0.09,0,0.36,35.85,0,6.6,95.03,53.43,0.16,0.09,0,0.36,35.85,0,6.6,95.03,53.43
Turkey,TUR,2008,0.16,0.14,0,0.85,33.27,0,7.55,98.68,57.72,0.16,0.14,0,0.85,33.27,0,7.55,98.68,57.72
Turkey,TUR,2009,0.44,0.25,0,1.5,35.96,0,4.87,96.1,55.69,0.44,0.25,0,1.5,35.96,0,4.87,96.1,55.69
Turkey,TUR,2010,0.67,0.33,0,2.92,51.8,0,2.27,98.14,55.05,0.67,0.33,0,2.92,51.8,0,2.27,98.14,55.05
Turkey,TUR,2011,0.69,0.34,0,4.72,52.34,0,1.03,104.05,66.22,0.69,0.34,0,4.72,52.34,0,1.03,104.05,66.22
Turkey,TUR,2012,0.9,0.59,0,5.86,57.86,0,1.77,104.5,68.01,0.9,0.59,0,5.86,57.86,0,1.77,104.5,68.01
Turkey,TUR,2013,1.36,0.88,0,7.56,59.42,0,2.03,105.12,63.78,1.36,0.88,0,7.56,59.42,0,2.03,105.12,63.78
Turkey,TUR,2014,2.36,1.08,0.02,8.52,40.64,0,2.49,120.58,76.26,2.36,1.08,0.02,8.52,40.64,0,2.49,120.58,76.26
Turkey,TUR,2015,3.42,1.24,0.19,11.65,67.15,0,2.74,99.22,76.16,3.42,1.24,0.19,11.65,67.15,0,2.74,99.22,76.16
Turkey,TUR,2016,4.82,1.63,1.04,15.52,67.23,0,2.66,89.23,92.27,4.82,1.63,1.04,15.52,67.23,0,2.66,89.23,92.27
Turkey,TUR,2017,6.13,2.1,2.89,17.9,58.22,0,2.08,110.49,97.48,6.13,2.1,2.89,17.9,58.22,0,2.08,110.49,97.48
Turkey,TUR,2018,6.91,2.5,7.8,19.86,59.75,0,1.44,90.09,111.8,6.91,2.5,7.8,19.86,59.75,0,1.44,90.09,111.8
Turkey,TUR,2019,8.23,3.4,9.57,21.63,88.64,0,0.97,54.88,112.86,8.23,3.4,9.57,21.63,88.64,0,0.97,54.88,112.86
Turkey,TUR,2020,9.32,4.34,11.2,24.61,77.86,0,0.34,68.07,106.26,9.32,4.34,11.2,24.61,77.86,0,0.34,68.07,106.26
Turkey,TUR,2021,10.11,6.15,13.28,31.02,55.51,0,0.35,107.34,104.12,10.11,6.15,13.28,31.02,55.51,0,0.35,107.34,104.12
Turkey,TUR,2022,10.22,7.62,15.16,34.69,66.66,0,0.73,71.86,113.62,10.22,7.62,15.16,34.69,66.66,0,0.73,71.86,113.62
Turkey,TUR,2023,10.13,8.21,18.4,33.88,63.72,0,0.94,66.48,118.03,10.13,8.21,18.4,33.88,63.72,0,0.94,66.48,118.03
Turkey,TUR,2024,10.2,8.68,25.67,36.53,74.57,0,0.98,63.28,121.31,10.2,8.68,25.67,36.53,74.57,0,0.98,63.28,121.31
United Kingdom,GBR,1985,0,0,0.001010101,0,3.9542,61.095,48.307,2.896,177.163,0,0,0.001010101,0,3.9542,61.095,48.307,2.896,177.163
United Kingdom,GBR,1986,0,0,0.001010101,0,4.7683,59.079,31.235,1.743,201.361,0,0,0.001010101,0,4.7683,59.079,31.235,1.743,201.361
United Kingdom,GBR,1987,0,0,0,0,4.1868,55.238,26.268,4.532,209.924,0,0,0,0,4.1868,55.238,26.268,4.532,209.924
United Kingdom,GBR,1988,0,0,0.001010101,0,4.8846,63.456,28.393,4.778,203.374,0,0,0.001010101,0,4.8846,63.456,28.393,4.778,203.374
United Kingdom,GBR,1989,0,0,0,0.009,4.7683,71.734,29.442,4.949,199.938,0,0,0,0.009,4.7683,71.734,29.442,4.949,199.938
United Kingdom,GBR,1990,0,0.6,0,0.01,5.12,65.75,36.83,5,206.44,0,0.6,0,0.01,5.12,65.75,36.83,5,206.44
United Kingdom,GBR,1991,0,0.69,0,0.01,4.54,70.54,29.82,5.82,211.46,0,0.69,0,0.01,4.54,70.54,29.82,5.82,211.46
United Kingdom,GBR,1992,0,0.93,0,0.03,5.35,76.81,31.7,12.58,193.64,0,0.93,0,0.03,5.35,76.81,31.7,12.58,193.64
United Kingdom,GBR,1993,0,1.2,0,0.22,4.3,89.35,22.75,34.04,171.25,0,1.2,0,0.22,4.3,89.35,22.75,34.04,171.25
United Kingdom,GBR,1994,0,1.52,0,0.34,5.12,88.28,16.7,53.26,161.34,0,1.52,0,0.34,5.12,88.28,16.7,53.26,161.34
United Kingdom,GBR,1995,0,1.64,0,0.39,4.65,88.96,22.83,63.74,155.21,0,1.64,0,0.39,4.65,88.96,22.83,63.74,155.21
United Kingdom,GBR,1996,0,1.8,0,0.49,3.4,94.67,19.15,84.09,147.27,0,1.8,0,0.49,3.4,94.67,19.15,84.09,147.27
United Kingdom,GBR,1997,0,2.11,0,0.67,4.4,98.15,12.41,110.96,121.97,0,2.11,0,0.67,4.4,98.15,12.41,110.96,121.97
United Kingdom,GBR,1998,0,2.65,0,0.88,5.12,99.49,13.8,117.8,122.97,0,2.65,0,0.88,5.12,99.49,13.8,117.8,122.97
United Kingdom,GBR,1999,0,3.43,0,0.85,5.34,95.13,14.32,142.9,106.18,0,3.43,0,0.85,5.34,95.13,14.32,142.9,106.18
United Kingdom,GBR,2000,0,3.88,0,0.94,5.09,85.06,14.06,148.08,119.95,0,3.88,0,0.94,5.09,85.06,14.06,148.08,119.95
United Kingdom,GBR,2001,0,4.53,0,0.96,4.05,90.09,11.77,141.91,131.46,0,4.53,0,0.96,4.05,90.09,11.77,141.91,131.46
United Kingdom,GBR,2002,0,5.08,0,1.25,4.79,87.85,11.71,152.28,124.28,0,5.08,0,1.25,4.79,87.85,11.71,152.28,124.28
United Kingdom,GBR,2003,0,6.17,0,1.29,3.23,88.69,11.49,148.88,138.46,0,6.17,0,1.29,3.23,88.69,11.49,148.88,138.46
United Kingdom,GBR,2004,0,7.36,0,1.94,4.84,80,10.93,157.06,131.79,0,7.36,0,1.94,4.84,80,10.93,157.06,131.79
United Kingdom,GBR,2005,0,9.1,0.01,2.9,4.92,81.62,12.52,152.64,134.64,0,9.1,0.01,2.9,4.92,81.62,12.52,152.64,134.64
United Kingdom,GBR,2006,0,9.28,0.01,4.22,4.59,75.45,14.04,140.83,148.85,0,9.28,0.01,4.22,4.59,75.45,14.04,140.83,148.85
United Kingdom,GBR,2007,0,9.32,0.01,5.27,5.08,63.03,12.37,165.79,135.94,0,9.32,0.01,5.27,5.08,63.03,12.37,165.79,135.94
United Kingdom,GBR,2008,0,9.65,0.02,7.13,5.14,52.49,13.93,176.22,124.38,0,9.65,0.02,7.13,5.14,52.49,13.93,176.22,124.38
United Kingdom,GBR,2009,0,10.71,0.02,9.28,5.23,69.1,12.88,166.5,103.04,0,10.71,0.02,9.28,5.23,69.1,12.88,166.5,103.04
United Kingdom,GBR,2010,0,12.26,0.04,10.29,3.59,62.14,10.5,175.65,107.59,0,12.26,0.04,10.29,3.59,62.14,10.5,175.65,107.59
United Kingdom,GBR,2011,0,13.31,0.24,15.96,5.69,68.98,8.85,146.5,108.44,0,13.31,0.24,15.96,5.69,68.98,8.85,146.5,108.44
United Kingdom,GBR,2012,0,14.74,1.35,19.84,5.31,70.41,9.26,100.17,142.79,0,14.74,1.35,19.84,5.31,70.41,9.26,100.17,142.79
United Kingdom,GBR,2013,0,18.1,2.01,28.4,4.7,70.61,8.36,95.84,130.26,0,18.1,2.01,28.4,4.7,70.61,8.36,95.84,130.26
United Kingdom,GBR,2014,0,22.62,4.05,31.95,5.89,63.75,8.69,100.89,100.24,0,22.62,4.05,31.95,5.89,63.75,8.69,100.89,100.24
United Kingdom,GBR,2015,0,29.26,7.53,40.27,6.3,70.34,9.41,99.88,75.88,0,29.26,7.53,40.27,6.3,70.34,9.41,99.88,75.88
United Kingdom,GBR,2016,0,30.07,10.41,37.16,5.37,71.73,10.64,143.13,30.67,0,30.07,10.41,37.16,5.37,71.73,10.64,143.13,30.67
United Kingdom,GBR,2017,0,31.9,11.46,49.65,5.88,70.34,9.71,136.75,22.53,0,31.9,11.46,49.65,5.88,70.34,9.71,136.75,22.53
United Kingdom,GBR,2018,0.01,35.11,12.67,56.91,5.44,65.06,10.2,131.49,16.83,0.01,35.11,12.67,56.91,5.44,65.06,10.2,131.49,16.83
United Kingdom,GBR,2019,0.01,37.54,12.42,63.84,5.93,56.18,11.18,133.09,6.92,0.01,37.54,12.42,63.84,5.93,56.18,11.18,133.09,6.92
United Kingdom,GBR,2020,0,39.53,12.5,75.62,6.87,50.28,11.96,112.65,5.49,0,39.53,12.5,75.62,6.87,50.28,11.96,112.65,5.49
United Kingdom,GBR,2021,0,40.05,12.08,64.93,5.4,45.9,11.18,123.13,6.51,0,40.05,12.08,64.93,5.4,45.9,11.18,123.13,6.51
United Kingdom,GBR,2022,0,35.83,13.28,80.54,5.64,47.72,8.72,124.98,5.58,0,35.83,13.28,80.54,5.64,47.72,8.72,124.98,5.58
United Kingdom,GBR,2023,0,33.99,13.83,82.31,5.19,40.75,8.45,97.91,3.49,0,33.99,13.83,82.31,5.19,40.75,8.45,97.91,3.49
United Kingdom,GBR,2024,0,39.44,15.56,84.3,5.52,40.82,9.23,84.16,2.3,0,39.44,15.56,84.3,5.52,40.82,9.23,84.16,2.3
